content,Normalisasi,Tokenize,Stopword,Stemming
baru diupdate malah tambah error aja tampilan reels di beranda jadi terpotong harus di klik dulu biar jadi full chattingan dm juga sukanya ngelag pesan sering hilang padahal nggak dihapus mana sekarang reels juga bermasalah lagi kirim dm doang juga lama banget padahal nggak ada masalah jaringan nggak bisa memperbarui beranda tolonglah diperbaiki,baru diupdate malah tambah error aja tampilan reels di beranda jadi terpotong harus di klik dulu biar jadi full chattingan dm juga sukanya ngelag pesan sering hilang padahal tidak dihapus mana sekarang reels juga bermasalah lagi kirim dm doang juga lama banget padahal tidak ada masalah jaringan tidak bisa memperbarui beranda tolonglah diperbaiki,"['baru', 'diupdate', 'malah', 'tambah', 'error', 'aja', 'tampilan', 'reels', 'di', 'beranda', 'jadi', 'terpotong', 'harus', 'di', 'klik', 'dulu', 'biar', 'jadi', 'full', 'chattingan', 'dm', 'juga', 'sukanya', 'ngelag', 'pesan', 'sering', 'hilang', 'padahal', 'tidak', 'dihapus', 'mana', 'sekarang', 'reels', 'juga', 'bermasalah', 'lagi', 'kirim', 'dm', 'doang', 'juga', 'lama', 'banget', 'padahal', 'tidak', 'ada', 'masalah', 'jaringan', 'tidak', 'bisa', 'memperbarui', 'beranda', 'tolonglah', 'diperbaiki']","['diupdate', 'error', 'aja', 'tampilan', 'reels', 'beranda', 'terpotong', 'klik', 'biar', 'full', 'chattingan', 'dm', 'sukanya', 'ngelag', 'pesan', 'hilang', 'dihapus', 'reels', 'bermasalah', 'kirim', 'dm', 'doang', 'banget', 'jaringan', 'memperbarui', 'beranda', 'tolonglah', 'diperbaiki']",diupdate error aja tampil reels beranda potong klik biar full chattingan suka ngelag pesan hilang hapus reels masalah kirim doang banget jaring baru beranda tolong baik
tingkat keamanan kurang dan mudah sekali teretas terkena hack tolong perbaiki dan tingkatkan keamanan serta tingkat privasi perbaiki juga tampilan dark mode pada pusat akun meta berlaku juga untuk facebook karena tampilan terlalu berwarna warni dan terkesan kurang bagus,tingkat keamanan kurang dan mudah sekali teretas terkena hack tolong perbaiki dan tingkatkan keamanan serta tingkat privasi perbaiki juga tampilan dark mode pada pusat akun meta berlaku juga untuk facebook karena tampilan terlalu berwarna warni dan terkesan kurang bagus,"['tingkat', 'keamanan', 'kurang', 'dan', 'mudah', 'sekali', 'teretas', 'terkena', 'hack', 'tolong', 'perbaiki', 'dan', 'tingkatkan', 'keamanan', 'serta', 'tingkat', 'privasi', 'perbaiki', 'juga', 'tampilan', 'dark', 'mode', 'pada', 'pusat', 'akun', 'meta', 'berlaku', 'juga', 'untuk', 'facebook', 'karena', 'tampilan', 'terlalu', 'berwarna', 'warni', 'dan', 'terkesan', 'kurang', 'bagus']","['tingkat', 'keamanan', 'mudah', 'teretas', 'terkena', 'hack', 'tolong', 'perbaiki', 'tingkatkan', 'keamanan', 'tingkat', 'privasi', 'perbaiki', 'tampilan', 'dark', 'mode', 'pusat', 'akun', 'meta', 'berlaku', 'facebook', 'tampilan', 'berwarna', 'warni', 'terkesan', 'bagus']",tingkat aman mudah retas kena hack tolong baik tingkat aman tingkat privasi baik tampil dark mode pusat akun meta laku facebook tampil warna warni kes bagus
plis instagram kenapa berubah sih camera video call udah bagus setengah setengah sama lawan bicara atas bawah sekarang malah berubah jadi kaya di whatsapp layar aku jadi kecil sementara layar camera lawan bicara aku full gasuka ayolah instagram sesuai sama diri sendiri aja gausah ikut whatsapp kan kalo atas bawah enak kelihatan jelas trus bisa sambil share reels aku jadi gabisa share reels juga trus bisa main main filter sama lawan bicara seru kok gini sih,plis instagram kenapa berubah sih camera video call udah bagus setengah setengah sama lawan bicara atas bawah sekarang malah berubah jadi kaya di whatsapp layar aku jadi kecil sementara layar camera lawan bicara aku full gasuka ayolah instagram sesuai sama diri sendiri aja gausah ikut whatsapp kan kalo atas bawah enak kelihatan jelas trus bisa sambil share reels aku jadi share reels juga trus bisa main main filter sama lawan bicara seru kok gini sih,"['plis', 'instagram', 'kenapa', 'berubah', 'sih', 'camera', 'video', 'call', 'udah', 'bagus', 'setengah', 'setengah', 'sama', 'lawan', 'bicara', 'atas', 'bawah', 'sekarang', 'malah', 'berubah', 'jadi', 'kaya', 'di', 'whatsapp', 'layar', 'aku', 'jadi', 'kecil', 'sementara', 'layar', 'camera', 'lawan', 'bicara', 'aku', 'full', 'gasuka', 'ayolah', 'instagram', 'sesuai', 'sama', 'diri', 'sendiri', 'aja', 'gausah', 'ikut', 'whatsapp', 'kan', 'kalo', 'atas', 'bawah', 'enak', 'kelihatan', 'jelas', 'trus', 'bisa', 'sambil', 'share', 'reels', 'aku', 'jadi', 'share', 'reels', 'juga', 'trus', 'bisa', 'main', 'main', 'filter', 'sama', 'lawan', 'bicara', 'seru', 'kok', 'gini', 'sih']","['plis', 'instagram', 'berubah', 'sih', 'camera', 'video', 'call', 'udah', 'bagus', 'lawan', 'bicara', 'berubah', 'kaya', 'whatsapp', 'layar', 'layar', 'camera', 'lawan', 'bicara', 'full', 'gasuka', 'ayolah', 'instagram', 'sesuai', 'aja', 'gausah', 'whatsapp', 'kalo', 'enak', 'trus', 'share', 'reels', 'share', 'reels', 'trus', 'main', 'main', 'filter', 'lawan', 'bicara', 'seru', 'gini', 'sih']",plis instagram ubah sih camera video call udah bagus lawan bicara ubah kaya whatsapp layar layar camera lawan bicara full gasuka ayo instagram sesuai aja gausah whatsapp kalo enak trus share reels share reels trus main main filter lawan bicara seru gin sih
hai developer saya mengalami masalah dalam editing dan upload reels dengan video p fps ketika melakukan edit reels di instagram terlalu lama hasil edit tidak bisa di upload alhasil harus di save dulu tanpa suara kemudian baru bisa di upload yang mengakibatkan kualitas video kurang bagus semoga bisa lekas diperbaiki untuk masalah editing dan upload reelsnya terimakasih,hai developer saya mengalami masalah dalam editing dan upload reels dengan video p fps ketika melakukan edit reels di instagram terlalu lama hasil edit tidak bisa di upload alhasil harus di save dulu tanpa suara kemudian baru bisa di upload yang mengakibatkan kualitas video kurang bagus semoga bisa lekas diperbaiki untuk masalah editing dan upload reelsnya,"['hai', 'developer', 'saya', 'mengalami', 'masalah', 'dalam', 'editing', 'dan', 'upload', 'reels', 'dengan', 'video', 'p', 'fps', 'ketika', 'melakukan', 'edit', 'reels', 'di', 'instagram', 'terlalu', 'lama', 'hasil', 'edit', 'tidak', 'bisa', 'di', 'upload', 'alhasil', 'harus', 'di', 'save', 'dulu', 'tanpa', 'suara', 'kemudian', 'baru', 'bisa', 'di', 'upload', 'yang', 'mengakibatkan', 'kualitas', 'video', 'kurang', 'bagus', 'semoga', 'bisa', 'lekas', 'diperbaiki', 'untuk', 'masalah', 'editing', 'dan', 'upload', 'reelsnya']","['hai', 'developer', 'mengalami', 'editing', 'upload', 'reels', 'video', 'p', 'fps', 'edit', 'reels', 'instagram', 'hasil', 'edit', 'upload', 'alhasil', 'save', 'suara', 'upload', 'mengakibatkan', 'kualitas', 'video', 'bagus', 'semoga', 'lekas', 'diperbaiki', 'editing', 'upload', 'reelsnya']",hai developer alami editing upload reels video fps edit reels instagram hasil edit upload alhasil save suara upload akibat kualitas video bagus moga lekas baik editing upload reelsnya
sebel banget sekarang instagram jelek banget bug nya itu lho banyak banget pas mau ngedit deskripsi gk bisa pas mau phosting eror pas mau kolaborasi eror semua gk bisa sumpah jelek sekarang terlalu banyak bug semakin di upgrade semakin banyak bug nya mohon segera di benarkan dong,sebel banget sekarang instagram jelek banget bug nya itu lho banyak banget saat mau ngedit deskripsi tidak bisa saat mau phosting error saat mau kolaborasi error semua tidak bisa sumpah jelek sekarang terlalu banyak bug semakin di upgrade semakin banyak bug nya mohon segera di benarkan dong,"['sebel', 'banget', 'sekarang', 'instagram', 'jelek', 'banget', 'bug', 'nya', 'itu', 'lho', 'banyak', 'banget', 'saat', 'mau', 'ngedit', 'deskripsi', 'tidak', 'bisa', 'saat', 'mau', 'phosting', 'error', 'saat', 'mau', 'kolaborasi', 'error', 'semua', 'tidak', 'bisa', 'sumpah', 'jelek', 'sekarang', 'terlalu', 'banyak', 'bug', 'semakin', 'di', 'upgrade', 'semakin', 'banyak', 'bug', 'nya', 'mohon', 'segera', 'di', 'benarkan', 'dong']","['sebel', 'banget', 'instagram', 'jelek', 'banget', 'bug', 'nya', 'lho', 'banget', 'ngedit', 'deskripsi', 'phosting', 'error', 'kolaborasi', 'error', 'sumpah', 'jelek', 'bug', 'upgrade', 'bug', 'nya', 'mohon', 'benarkan']",sebel banget instagram jelek banget bug nya lho banget ngedit deskripsi phosting error kolaborasi error sumpah jelek bug upgrade bug nya mohon benar
sebenernya udah bagus kok cm ada beberapa fitur yg seharusnya gausah di ubah seperti mengubah lagu di postingan sekarang gabisa tp dulu pas awal bisa terus mungkin bisa ditambahkan fitur yg bermanfaat seperti pas lagi post story pakai lagu ga cuma s fitur supaya kita bisa tahu acount yg kita follow sepihak itu yg mana saja itu saja terimakasih ya,sebenernya udah bagus kok cuma ada beberapa fitur yang seharusnya gausah di ubah seperti mengubah lagu di postingan sekarang tapi dulu saat awal bisa terus mungkin bisa ditambahkan fitur yang bermanfaat seperti saat lagi post story pakai lagu tidak cuma s fitur supaya kita bisa tahu acount yang kita follow sepihak itu yang mana saja itu saja ya,"['sebenernya', 'udah', 'bagus', 'kok', 'cuma', 'ada', 'beberapa', 'fitur', 'yang', 'seharusnya', 'gausah', 'di', 'ubah', 'seperti', 'mengubah', 'lagu', 'di', 'postingan', 'sekarang', 'tapi', 'dulu', 'saat', 'awal', 'bisa', 'terus', 'mungkin', 'bisa', 'ditambahkan', 'fitur', 'yang', 'bermanfaat', 'seperti', 'saat', 'lagi', 'post', 'story', 'pakai', 'lagu', 'tidak', 'cuma', 's', 'fitur', 'supaya', 'kita', 'bisa', 'tahu', 'acount', 'yang', 'kita', 'follow', 'sepihak', 'itu', 'yang', 'mana', 'saja', 'itu', 'saja', 'ya']","['sebenernya', 'udah', 'bagus', 'fitur', 'gausah', 'ubah', 'mengubah', 'lagu', 'postingan', 'fitur', 'bermanfaat', 'post', 'story', 'pakai', 'lagu', 's', 'fitur', 'acount', 'follow', 'ya']",sebenernya udah bagus fitur gausah ubah ubah lagu postingan fitur manfaat post story pakai lagu fitur acount follow
setelah di update banyak fitur yang ga bisa muncul padahal sudah disetting contohnya musik yang ada di bawah profil awalannya bisa tapi lama lama ilang sendiri harus setting terus giliran disetting ulang ga muncul itu musiknya,setelah di update banyak fitur yang tidak bisa muncul padahal sudah disetting contohnya musik yang ada di bawah profil awalannya bisa tapi lama lama hilang sendiri harus setting terus giliran disetting ulang tidak muncul itu musiknya,"['setelah', 'di', 'update', 'banyak', 'fitur', 'yang', 'tidak', 'bisa', 'muncul', 'padahal', 'sudah', 'disetting', 'contohnya', 'musik', 'yang', 'ada', 'di', 'bawah', 'profil', 'awalannya', 'bisa', 'tapi', 'lama', 'lama', 'hilang', 'sendiri', 'harus', 'setting', 'terus', 'giliran', 'disetting', 'ulang', 'tidak', 'muncul', 'itu', 'musiknya']","['update', 'fitur', 'muncul', 'disetting', 'contohnya', 'musik', 'profil', 'awalannya', 'hilang', 'setting', 'giliran', 'disetting', 'ulang', 'muncul', 'musiknya']",update fitur muncul disetting contoh musik profil awal hilang setting gilir disetting ulang muncul musik
kalau sudah di update kenapa banyak yg hilang icon efek tampilan baru font di story pun malah hilang malah jadi tampilan yg lama trus kemana fitur efek di pengeditan gambar di bagian story malah pada dihilangkan,kalau sudah di update kenapa banyak yang hilang icon efek tampilan baru font di story pun malah hilang malah jadi tampilan yang lama trus kemana fitur efek di pengeditan gambar di bagian story malah pada dihilangkan,"['kalau', 'sudah', 'di', 'update', 'kenapa', 'banyak', 'yang', 'hilang', 'icon', 'efek', 'tampilan', 'baru', 'font', 'di', 'story', 'pun', 'malah', 'hilang', 'malah', 'jadi', 'tampilan', 'yang', 'lama', 'trus', 'kemana', 'fitur', 'efek', 'di', 'pengeditan', 'gambar', 'di', 'bagian', 'story', 'malah', 'pada', 'dihilangkan']","['update', 'hilang', 'icon', 'efek', 'tampilan', 'font', 'story', 'hilang', 'tampilan', 'trus', 'kemana', 'fitur', 'efek', 'pengeditan', 'gambar', 'story', 'dihilangkan']",update hilang icon efek tampil font story hilang tampil trus mana fitur efek edit gambar story hilang
font yg di instagram story sempat keupdate tp sekarang balik ke semula font deco poster bubble dan yang lain hilang sekarang hanya ada font default tampilannya juga gak keupdate padahal versi aplikasi udah update,font yang di instagram story sempat keupdate tapi sekarang balik ke semula font deco poster bubble dan yang lain hilang sekarang hanya ada font default tampilannya juga tidak keupdate padahal versi aplikasi udah update,"['font', 'yang', 'di', 'instagram', 'story', 'sempat', 'keupdate', 'tapi', 'sekarang', 'balik', 'ke', 'semula', 'font', 'deco', 'poster', 'bubble', 'dan', 'yang', 'lain', 'hilang', 'sekarang', 'hanya', 'ada', 'font', 'default', 'tampilannya', 'juga', 'tidak', 'keupdate', 'padahal', 'versi', 'aplikasi', 'udah', 'update']","['font', 'instagram', 'story', 'keupdate', 'font', 'deco', 'poster', 'bubble', 'hilang', 'font', 'default', 'tampilannya', 'keupdate', 'versi', 'aplikasi', 'udah', 'update']",font instagram story keupdate font deco poster bubble hilang font default tampil keupdate versi aplikasi udah update
sistem bug terparah masa password yang benar setiap hari saya log in ig tiba salah dan gilanya lagi tidak dapat memulihkan password dikarnakan kendala aneh seperti kode tidak masuk atau setelah memasukkan kode tidak ada kelanjutan dari aplikasinya stuck setelah dicoba bantuan dari konfirmasi wajah malah loading berjamjam ketika minta bantuan pemulihan dari teman tiba check confirmationnya tidak bisa di click aneh instagram makin update makin rusak,sistem bug terparah masa password yang benar setiap hari saya log in instagram tiba salah dan gilanya lagi tidak dapat memulihkan password dikarnakan kendala aneh seperti kode tidak masuk atau setelah memasukkan kode tidak ada kelanjutan dari aplikasinya stuck setelah dicoba bantuan dari konfirmasi wajah malah loading berjamjam ketika minta bantuan pemulihan dari teman tiba check confirmationnya tidak bisa di click aneh instagram makin update makin rusak,"['sistem', 'bug', 'terparah', 'masa', 'password', 'yang', 'benar', 'setiap', 'hari', 'saya', 'log', 'in', 'instagram', 'tiba', 'salah', 'dan', 'gilanya', 'lagi', 'tidak', 'dapat', 'memulihkan', 'password', 'dikarnakan', 'kendala', 'aneh', 'seperti', 'kode', 'tidak', 'masuk', 'atau', 'setelah', 'memasukkan', 'kode', 'tidak', 'ada', 'kelanjutan', 'dari', 'aplikasinya', 'stuck', 'setelah', 'dicoba', 'bantuan', 'dari', 'konfirmasi', 'wajah', 'malah', 'loading', 'berjamjam', 'ketika', 'minta', 'bantuan', 'pemulihan', 'dari', 'teman', 'tiba', 'check', 'confirmationnya', 'tidak', 'bisa', 'di', 'click', 'aneh', 'instagram', 'makin', 'update', 'makin', 'rusak']","['sistem', 'bug', 'terparah', 'password', 'log', 'in', 'instagram', 'salah', 'gilanya', 'memulihkan', 'password', 'dikarnakan', 'kendala', 'aneh', 'kode', 'masuk', 'memasukkan', 'kode', 'kelanjutan', 'aplikasinya', 'stuck', 'dicoba', 'bantuan', 'konfirmasi', 'wajah', 'loading', 'berjamjam', 'bantuan', 'pemulihan', 'teman', 'check', 'confirmationnya', 'click', 'aneh', 'instagram', 'update', 'rusak']",sistem bug parah password log instagram salah gila pulih password dikarnakan kendala aneh kode masuk masuk kode lanjut aplikasi stuck coba bantu konfirmasi wajah loading berjamjam bantu pulih teman check confirmationnya click aneh instagram update rusak
tolong pihat ig di perhatikan lagi masa pilihan musik di profil tiba tiba hilang sementara di akun lain masih ada musik di profil nya mau ngapus musik di profil jadi gk bisa karena pilihan musik nya gk ada ni sementara musik nya masik ada kalo di lihat dari akun orang,tolong pihat instagram di perhatikan lagi masa pilihan musik di profil tiba tiba hilang sementara di akun lain masih ada musik di profil nya mau ngapus musik di profil jadi tidak bisa karena pilihan musik nya tidak ada ni sementara musik nya masik ada kalo di lihat dari akun orang,"['tolong', 'pihat', 'instagram', 'di', 'perhatikan', 'lagi', 'masa', 'pilihan', 'musik', 'di', 'profil', 'tiba', 'tiba', 'hilang', 'sementara', 'di', 'akun', 'lain', 'masih', 'ada', 'musik', 'di', 'profil', 'nya', 'mau', 'ngapus', 'musik', 'di', 'profil', 'jadi', 'tidak', 'bisa', 'karena', 'pilihan', 'musik', 'nya', 'tidak', 'ada', 'ni', 'sementara', 'musik', 'nya', 'masik', 'ada', 'kalo', 'di', 'lihat', 'dari', 'akun', 'orang']","['tolong', 'pihat', 'instagram', 'perhatikan', 'pilihan', 'musik', 'profil', 'hilang', 'akun', 'musik', 'profil', 'nya', 'ngapus', 'musik', 'profil', 'pilihan', 'musik', 'nya', 'ni', 'musik', 'nya', 'masik', 'kalo', 'lihat', 'akun', 'orang']",tolong pihat instagram perhati pilih musik profil hilang akun musik profil nya ngapus musik profil pilih musik nya musik nya masik kalo lihat akun orang
setiap mau post video untuk story selalu ga bisa di keterangannya menunggu koneksi padahal wifi nya lancar terus coba pakai data seluler masih sama gitu padahal kuota juga ada tolong diperbaiki instagram,setiap mau post video untuk story selalu tidak bisa di keterangannya menunggu koneksi padahal wifi nya lancar terus coba pakai data seluler masih sama gitu padahal kuota juga ada tolong diperbaiki instagram,"['setiap', 'mau', 'post', 'video', 'untuk', 'story', 'selalu', 'tidak', 'bisa', 'di', 'keterangannya', 'menunggu', 'koneksi', 'padahal', 'wifi', 'nya', 'lancar', 'terus', 'coba', 'pakai', 'data', 'seluler', 'masih', 'sama', 'gitu', 'padahal', 'kuota', 'juga', 'ada', 'tolong', 'diperbaiki', 'instagram']","['post', 'video', 'story', 'keterangannya', 'menunggu', 'koneksi', 'wifi', 'nya', 'lancar', 'coba', 'pakai', 'data', 'seluler', 'gitu', 'kuota', 'tolong', 'diperbaiki', 'instagram']",post video story terang tunggu koneksi wifi nya lancar coba pakai data seluler gitu kuota tolong baik instagram
hanya tambahan buat instagram dari saya adakan sistem create fill icon agar penggunanya leluasa untuk meletakkan icon icon seperti daftar reels atau postingan yang tersimpan pengaturan dm atau apapun itu agar bisa di letakkan di beranda awal sesuai penggunaan dan kebutuhan jika fitur itu ada akan sangat memudahkan pengguna instagram untuk memilih icon icon yang sering atau di butuhkan penggunaan nya sekian terimakasih untuk semua overall good,hanya tambahan buat instagram dari saya adakan sistem create fill icon agar penggunanya leluasa untuk meletakkan icon icon seperti daftar reels atau postingan yang tersimpan pengaturan dm atau apapun itu agar bisa di letakkan di beranda awal sesuai penggunaan dan kebutuhan jika fitur itu ada akan sangat memudahkan pengguna instagram untuk memilih icon icon yang sering atau di butuhkan penggunaan nya sekian untuk semua overall good,"['hanya', 'tambahan', 'buat', 'instagram', 'dari', 'saya', 'adakan', 'sistem', 'create', 'fill', 'icon', 'agar', 'penggunanya', 'leluasa', 'untuk', 'meletakkan', 'icon', 'icon', 'seperti', 'daftar', 'reels', 'atau', 'postingan', 'yang', 'tersimpan', 'pengaturan', 'dm', 'atau', 'apapun', 'itu', 'agar', 'bisa', 'di', 'letakkan', 'di', 'beranda', 'awal', 'sesuai', 'penggunaan', 'dan', 'kebutuhan', 'jika', 'fitur', 'itu', 'ada', 'akan', 'sangat', 'memudahkan', 'pengguna', 'instagram', 'untuk', 'memilih', 'icon', 'icon', 'yang', 'sering', 'atau', 'di', 'butuhkan', 'penggunaan', 'nya', 'sekian', 'untuk', 'semua', 'overall', 'good']","['tambahan', 'instagram', 'adakan', 'sistem', 'create', 'fill', 'icon', 'penggunanya', 'leluasa', 'meletakkan', 'icon', 'icon', 'daftar', 'reels', 'postingan', 'tersimpan', 'pengaturan', 'dm', 'apapun', 'letakkan', 'beranda', 'sesuai', 'penggunaan', 'kebutuhan', 'fitur', 'memudahkan', 'pengguna', 'instagram', 'memilih', 'icon', 'icon', 'butuhkan', 'penggunaan', 'nya', 'sekian', 'overall', 'good']",tambah instagram adakan sistem create fill icon guna leluasa letak icon icon daftar reels postingan simpan atur apa letak beranda sesuai guna butuh fitur mudah guna instagram pilih icon icon butuh guna nya sekian overall good
tingkatkan fitur efisiensi fitur repost reels ke instastory dengan background foto dengan cuma isi konten atau video pun tidak muncul padahal sudah di simpan pada layar atas sendiri,tingkatkan fitur efisiensi fitur repost reels ke instastory dengan background foto dengan cuma isi konten atau video pun tidak muncul padahal sudah di simpan pada layar atas sendiri,"['tingkatkan', 'fitur', 'efisiensi', 'fitur', 'repost', 'reels', 'ke', 'instastory', 'dengan', 'background', 'foto', 'dengan', 'cuma', 'isi', 'konten', 'atau', 'video', 'pun', 'tidak', 'muncul', 'padahal', 'sudah', 'di', 'simpan', 'pada', 'layar', 'atas', 'sendiri']","['tingkatkan', 'fitur', 'efisiensi', 'fitur', 'repost', 'reels', 'instastory', 'background', 'foto', 'isi', 'konten', 'video', 'muncul', 'simpan', 'layar']",tingkat fitur efisiensi fitur repost reels instastory background foto isi konten video muncul simpan layar
kalau upload foto atau vidio di ig story kualitasnya diturunin banget ya apalagi kalau misal foto vidionya ditaruh di highlight sebulan atau setahun kemudian kalau dibuka lagi udh pecah semua gambar nya selain itu juga instagram sering menghapus banyak foto maupun vidio yang saya simpan di highlight ntah alasan nya apa gada perbaikan bahkan makin parah dari tahun ke tahun,kalau upload foto atau vidio di instagram story kualitasnya diturunin banget ya apalagi kalau misal foto vidionya ditaruh di highlight sebulan atau setahun kemudian kalau dibuka lagi sudah pecah semua gambar nya selain itu juga instagram sering menghapus banyak foto maupun vidio yang saya simpan di highlight entah alasan nya apa perbaikan bahkan makin parah dari tahun ke tahun,"['kalau', 'upload', 'foto', 'atau', 'vidio', 'di', 'instagram', 'story', 'kualitasnya', 'diturunin', 'banget', 'ya', 'apalagi', 'kalau', 'misal', 'foto', 'vidionya', 'ditaruh', 'di', 'highlight', 'sebulan', 'atau', 'setahun', 'kemudian', 'kalau', 'dibuka', 'lagi', 'sudah', 'pecah', 'semua', 'gambar', 'nya', 'selain', 'itu', 'juga', 'instagram', 'sering', 'menghapus', 'banyak', 'foto', 'maupun', 'vidio', 'yang', 'saya', 'simpan', 'di', 'highlight', 'entah', 'alasan', 'nya', 'apa', 'perbaikan', 'bahkan', 'makin', 'parah', 'dari', 'tahun', 'ke', 'tahun']","['upload', 'foto', 'vidio', 'instagram', 'story', 'kualitasnya', 'diturunin', 'banget', 'ya', 'foto', 'vidionya', 'ditaruh', 'highlight', 'sebulan', 'setahun', 'dibuka', 'pecah', 'gambar', 'nya', 'instagram', 'menghapus', 'foto', 'vidio', 'simpan', 'highlight', 'alasan', 'nya', 'perbaikan', 'parah']",upload foto vidio instagram story kualitas diturunin banget foto vidionya taruh highlight bulan tahun buka pecah gambar nya instagram hapus foto vidio simpan highlight alas nya baik parah
postingan ku beberapa saat lalu ada lagunya trs selang brp hari gitu lagunya hilang dari postingan saat ku edit postingannya ada opsi ganti lagi yaudah kepencet deh setelah dpt lagi yg bagus eh sesudah di save kembali lagunya ga muncul tolong,postingan ku beberapa saat lalu ada lagunya terus selang brp hari gitu lagunya hilang dari postingan saat ku edit postingannya ada opsi ganti lagi yaudah kepencet deh setelah dapat lagi yang bagus eh sesudah di save kembali lagunya tidak muncul tolong,"['postingan', 'ku', 'beberapa', 'saat', 'lalu', 'ada', 'lagunya', 'terus', 'selang', 'brp', 'hari', 'gitu', 'lagunya', 'hilang', 'dari', 'postingan', 'saat', 'ku', 'edit', 'postingannya', 'ada', 'opsi', 'ganti', 'lagi', 'yaudah', 'kepencet', 'deh', 'setelah', 'dapat', 'lagi', 'yang', 'bagus', 'eh', 'sesudah', 'di', 'save', 'kembali', 'lagunya', 'tidak', 'muncul', 'tolong']","['postingan', 'ku', 'lagunya', 'selang', 'brp', 'gitu', 'lagunya', 'hilang', 'postingan', 'ku', 'edit', 'postingannya', 'opsi', 'ganti', 'yaudah', 'kepencet', 'deh', 'bagus', 'eh', 'save', 'lagunya', 'muncul', 'tolong']",postingan lagu selang brp gitu lagu hilang postingan edit postingannya opsi ganti yaudah pencet deh bagus save lagu muncul tolong
ig bututttt kalau bisa ngasih bintang lu gua kasih bintang anjinggg sebelumnya baik baik aja tapi makin kesini makin sering ngebug seolah gaada sinyal up story gabisa padahal wifi kenceng arsip story juga pada ilang padahal mau di add ke highlights tolong di benerin,instagram bututttt kalau bisa kasih bintang kamu aku kasih bintang anjinggg sebelumnya baik baik aja tapi makin kesini makin sering ngebug seolah sinyal up story padahal wifi kenceng arsip story juga pada hilang padahal mau di add ke highlights tolong di benerin,"['instagram', 'bututttt', 'kalau', 'bisa', 'kasih', 'bintang', 'kamu', 'aku', 'kasih', 'bintang', 'anjinggg', 'sebelumnya', 'baik', 'baik', 'aja', 'tapi', 'makin', 'kesini', 'makin', 'sering', 'ngebug', 'seolah', 'sinyal', 'up', 'story', 'padahal', 'wifi', 'kenceng', 'arsip', 'story', 'juga', 'pada', 'hilang', 'padahal', 'mau', 'di', 'add', 'ke', 'highlights', 'tolong', 'di', 'benerin']","['instagram', 'bututttt', 'kasih', 'bintang', 'kasih', 'bintang', 'anjinggg', 'aja', 'kesini', 'ngebug', 'sinyal', 'up', 'story', 'wifi', 'kenceng', 'arsip', 'story', 'hilang', 'add', 'highlights', 'tolong', 'benerin']",instagram bututttt kasih bintang kasih bintang anjinggg aja kesini ngebug sinyal story wifi kenceng arsip story hilang add highlights tolong benerin
untuk develpoer instagram tolong fitur untuk menambahkan lagu di story pakai lagu yang telah disimpan jangan dihapus karena fitur nya sangat memudahkan pengguna kemarin sempat muncul fitur itu sekarang dah dihilangkan lagi developer tolong diberi fitur ini lagi,untuk develpoer instagram tolong fitur untuk menambahkan lagu di story pakai lagu yang telah disimpan jangan dihapus karena fitur nya sangat memudahkan pengguna kemarin sempat muncul fitur itu sekarang dah dihilangkan lagi developer tolong diberi fitur ini lagi,"['untuk', 'develpoer', 'instagram', 'tolong', 'fitur', 'untuk', 'menambahkan', 'lagu', 'di', 'story', 'pakai', 'lagu', 'yang', 'telah', 'disimpan', 'jangan', 'dihapus', 'karena', 'fitur', 'nya', 'sangat', 'memudahkan', 'pengguna', 'kemarin', 'sempat', 'muncul', 'fitur', 'itu', 'sekarang', 'dah', 'dihilangkan', 'lagi', 'developer', 'tolong', 'diberi', 'fitur', 'ini', 'lagi']","['develpoer', 'instagram', 'tolong', 'fitur', 'lagu', 'story', 'pakai', 'lagu', 'disimpan', 'dihapus', 'fitur', 'nya', 'memudahkan', 'pengguna', 'kemarin', 'muncul', 'fitur', 'dah', 'dihilangkan', 'developer', 'tolong', 'fitur']",develpoer instagram tolong fitur lagu story pakai lagu simpan hapus fitur nya mudah guna kemarin muncul fitur dah hilang developer tolong fitur
